latitude,longitude,event_date,elevation,slope,aspect,curvature,landslide_type,state,region,source,landslide,rain_24h,rain_72h,rain_7d,rain_14d,rainfall_intensity
27.2762,88.757,2021-01-02,1274.9,7.6,247.3,-0.004,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.7,3.7,11.7,26.3,0.459
27.1216,88.2369,2014-07-03,1458.9,23.4,274.0,0.049,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,36.5,79.6,129.0,177.4,0.459
27.4015,88.5709,2021-02-27,1105.4,23.2,180.1,-0.018,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.4,3.8,5.7,11.2,0.368
23.694,92.6305,2014-06-09,738.4,17.3,306.1,0.058,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,14.4,55.7,116.4,226.8,0.259
23.6631,92.7556,2014-08-26,540.3,7.0,234.6,0.033,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,30.2,57.8,129.7,201.3,0.522
27.3768,88.2595,2012-02-01,1044.8,12.6,20.9,0.024,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.3,3.2,5.7,27.4,0.094
27.1253,88.3854,2021-03-01,1076.8,14.9,145.5,-0.04,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,1.9,5.5,5.6,13.1,0.345
27.4669,88.4833,2023-09-17,772.1,19.9,278.3,0.045,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,23.6,77.6,115.8,157.2,0.304
27.2256,88.6612,2017-12-19,966.4,15.3,125.3,0.04,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,9.1,16.6,16.8,44.3,0.548
27.402,88.6663,2021-01-24,717.5,14.2,143.3,-0.016,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.6,1.7,7.0,23.5,0.353
27.2906,88.1605,2020-03-15,1092.5,23.2,339.4,0.021,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,0.2,2.0,4.0,6.6,0.1
27.1707,88.5557,2019-09-14,1166.5,20.1,208.2,0.013,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,27.1,57.6,131.4,192.2,0.47
23.6216,92.7462,2013-08-20,847.3,11.7,48.3,0.002,None (Stable slope unit),Mizoram,Aizawl Sector,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,15.3,50.3,124.5,170.6,0.304
27.2189,88.6849,2021-08-13,1337.1,14.3,196.8,-0.023,None (Stable slope unit),Sikkim,Gangtok / Teesta Basin,"Scientifically sampled non-event unit (>1.5km buffer, real regional climatology)",0,13.0,45.8,89.4,133.4,0.284
